TenantId,IsS500,CssUrl
cdc6e992-6759-4fd1-96b9-deac90dc655b,No,"https://aadcdn.msauthimages.net/81d6b03a-e5xm-emmccf8x74gehfye-9-rboyobdmc79gj4f4io8/logintenantbranding/0/customcss"
d3d5d6dc-bc63-49ae-b864-d5438b866e1d,No,"https://aadcdn.msauthimages.net/81d6b03a-ignl3brfqoljvcr5se-8vyhlenjyrhnaponbop3p6k/logintenantbranding/0/customcss"
3f787652-4cd6-4fb0-af04-7ba617c1cad0,No,"https://aadcdn.msauthimages.net/81d6b03a-ki049-kszqcklrmyxhs2wmfbutocpflmq0ouy71rq-m/logintenantbranding/0/customcss"
8f547333-f2ef-49e0-931d-d90f8e9caa59,No,"https://aadcdn.msauthimages.net/81d6b03a-eou4hycfd2opijmn94yturv9vnnc0c46ficwjjnnk0y/logintenantbranding/0/customcss"
3d08de09-b5e2-4471-bc3f-30d180c5c523,No,"https://aadcdn.msauthimages.net/81d6b03a-kdm51piamo9tz-hgcm3dp2wwwwlb8spq9opzxyy36ve/logintenantbranding/0/customcss"
cc6173fa-aeea-49d9-a739-d021fecae5df,No,"https://aadcdn.msauthimages.net/81d6b03a-snrwao7nkspgkia8auha8dda9kgz7jqt796apkkmolk/logintenantbranding/0/customcss"
ef34701c-ef96-43c5-90d3-b33c9fced015,No,"https://aadcdn.msauthimages.net/81d6b03a-yny0hd9r0-he4lnt7kwg5kgi74ljwffmzwzkuiebrd4/logintenantbranding/0/customcss"
fbd6ab5d-2eb6-4860-900f-540f8219e392,No,"https://aadcdn.msauthimages.net/81d6b03a-sfkgqzx7ppolchkglievjizbp77ydha-kp2iyhi6o-s/logintenantbranding/0/customcss"
c23b1b35-ad8b-42e8-b625-5698ec66f1cc,No,"https://aadcdn.msauthimages.net/81d6b03a-pqhwi8al5wjqrg0o2czatfoao6emvscvav0lbcntqhe/logintenantbranding/0/customcss"
30487d60-b1db-4314-8a22-42ac0c81b27c,No,"https://aadcdn.msauthimages.net/81d6b03a-o2imzr5-6f2bjnr96ktzizuovigxqax7ljo1mp8ygdk/logintenantbranding/0/customcss"
